name,type,latitude,longitude
Timbergic,LOG,47.87019,25.982795
Bisforest,LOG,47.043805,25.957919
Paviforest,LOG,47.096202,25.9579534
Paraul Mare SRL,LOG,45.344235,24.215333
Lanad Impex,LOG,45.1712436,23.8017317
Obstea Mosnenilor Greblesti,LOG,45.4664482,24.3179226
Magdefrem,LOG,47.762888,25.459282
Forest Land 6 Vojoita,LOG,46.553227,23.07165
OS Pui,LOG,45.520531,23.082996
Ioanis Forest Sebes,LOG,45.9602,23.528931
Raul & Carla SRL,LOG,46.760231,25.031278
Austro Somes Trading Vatra Dornei,LOG,47.346954,25.368265
ACAM Ela Prosper,LOG,45.419387,23.419056
Pavion Forest SRL,LOG,45.146666,23.805555
Crivas Translemn SRL,LOG,46.956285,24.895741
Danada Forexpo URICANI,LOG,45.322739,23.097207
Valiluc SRL,LOG,46.689296,22.585539
Erdatim,LOG,46.333,25.96481
Valetti Dep. Gresu,LOG,45.95267297,26.52436203
Altfor-Eia Mestera,LOG,46.966723,25.19724
Gavriliu Forest SRL,LOG,47.24007,26.071539
Vfvul SRL,LOG,46.745183,23.379194
HS ERFOLG STL,LOG,47.5261539,25.5865312
Lemn Design Kreativ SRL Dep. Remetea,LOG,46.7943,25.4458
Dacofors Construct,LOG,45.649571,25.770605
Silvafor Wood dep. Moinesti,LOG,46.4765,26.4695
Miru Lemn Forest,LOG,45.497341,26.435349
Lotus AE SRL,LOG,45.292305,25.119336
Selemen Holzbau Tusnad,LOG,46.208183,25.908502
Lordinforest,LOG,45.85802,26.181521
Lyador Forexpres Babovici,LOG,45.9391,26.4607
Andy Lemn Prest,LOG,45.322278,26.356247
Austro Somes Trading Valea Ierii,LOG,46.605142,23.283331
Daianic Forest SRL,LOG,46.843716,22.279846
Dia Complast,LOG,46.9958,25.8448
Dorina Radu,LOG,47.701094,25.495278
Roven Martes Dep. Babarunca,LOG,45.51477,25.844938
Tafidus Ana Forest,LOG,45.22206624,24.82715012
Oli Dep Wood Forest SRL,LOG,46.97135736,25.14752539
Incomixt Dep. Balan,LOG,46.669888,25.797677
Duo Sir Forest,LOG,45.480021,26.261113
Adrybet Ama,LOG,45.452607,26.334081
Prodfor SRL,LOG,45.4248324,26.302866
Mont Magura,LOG,47.690597,24.742683
Alexei VPR,LOG,47.646769,25.311973
Silvaban,LOG,45.67156,26.0578
Sebastian Industries Dobroneagu,LOG,45.400006,24.713601
Sebastian Industries Baraj Valsan,LOG,45.40921,24.70797
Cumintenia Pamantului Aiud,LOG,46.307399,23.733845
Cumintenia Pamantului Vintu de Jos,LOG,45.988908,23.502048
Marsinca Truck Somesu Rece,LOG,46.7063038,23.3345704
Elmarservice PMM SRL,LOG,46.676218,25.795113
Nystraforest SRL,LOG,47.699194,25.519955
Aida Best Musatesti,LOG,45.216735,24.779449
Marin Wald Pluton SRL,LOG,47.200128,26.010708
Lala Lac,LOG,47.76951,25.17243
Danaxy International,LOG,47.551329,25.671134
Aschedany(Oita),LOG,47.498915,25.268545
Effer Com 2,LOG,47.257915,25.366557
Crirad Logistics,LOG,47.306452,25.139653
Asig Transport Baisoara,LOG,46.587844,23.445781
Total BSF Sinca temporar,LOG,45.698924,25.175161
Forest CJV 2,LOG,47.867477,25.343447
Forest Pragmatic -Cormaia,LOG,47.3773537,24.6919922
Aida Best Construct dep Maneciu,LOG,45.291966,25.978665
Trei Brazi,LOG,45.28194,25.038203
Forest Gabyani Sabasa,LOG,47.1828,25.78964
Dumirob Construct SRL,LOG,45.75265,27.05707
Romforest Serv,LOG,46.417027,26.456267
Sangeosilv,LOG,47.47171,24.959411
Raul Nord Srl,LOG,47.225808,24.767373
OS Dobra,LOG,45.918563,22.573105
Rich Estwood,LOG,45.859685,27.1566
Green Forest Turism-Sieu,LOG,46.99957,24.61824
Energy Trans,LOG,46.916497,26.1872697
Flavidor Silva,LOG,46.823904,24.910863
Lavione Tex-Depozit Stanceni,LOG,46.9675,25.193888
Nicofaiv Dep. Oituz,LOG,46.1615,26.5655
Altfor-Eia Gura Haitii,LOG,47.21202,25.279063
Alex Creuco Forest,LOG,47.763033,25.272751
Leonard Forest,LOG,47.762717,25.270095
Ovi-Mus Trans SRL,LOG,47.283467,25.641301
ESR Total Vultureasa,LOG,45.34405977,24.21533754
Anemone Alpina,LOG,47.6533145,24.2754473
Real Doc Forest Arieseni,LOG,46.47664,22.75246
Ciador Beauty Center,LOG,47.3635406,25.4392524
Altfor-Eia Ortoaia,LOG,47.331938,25.465348
Nicofaiv 2007 Onesti,LOG,46.253811,26.799562
Pop Forest Vladeasa SRL,LOG,46.794077,22.833152
Nel Dor,LOG,46.973913,24.965368
Lar Mont Fab Budureasa,LOG,46.68944,22.585594
Erv Trans,LOG,46.976639,25.812235
Gabi Bois dep Poiana Micului,LOG,47.658026,25.76874
Explo Transwood,LOG,47.7577058,25.4350324
Trans Wood Bic SRL,LOG,47.526022,25.450728
Aschedany dep Bobeica,LOG,47.743669,25.1801857
Martriplex-Rosu 1,LOG,47.7654357,23.8037978
Biacris Cafe Bilbor,LOG,47.0578618,25.4895942
Oana Topmar Sylv,LOG,46.849074,25.92418
Rapid Forest dep temporar,LOG,45.776255,26.302133
Explo Bradu Mia,LOG,47.06578,25.46633
Zaheli Wood SRL,LOG,47.5378997,25.5008734
Dany Baswood SRL,LOG,47.596138,24.953689
Anserda Suncuis,LOG,46.676144,22.27032
Jupania,LOG,47.684399,24.712847
Benefic Cult,LOG,47.6568751,24.61725
Tutdeea Forest Srl,LOG,47.5590666,24.4339307
TRANS AUTO AEX,LOG,45.4195,26.3075
Toexfor,LOG,46.960472,24.906141
Toto Invest SRL,LOG,46.410922,26.452932
Gyorgy L Tibor Dep. Siculeni,LOG,46.4423,25.75048
Mirelana dep Pluton,LOG,47.199873,26.011391
Bisforest Dep. Hangu,LOG,47.0585,26.0344
Fordani Blidaru Srl,LOG,47.3094245,24.7847912
Forexport Vrancea Dep. Brosteni,LOG,45.757061,27.04968
Asoc Comp Sandominic,LOG,46.571562,25.794983
Migab Forest Dep. Busteni,LOG,45.38001,25.5398
Silvapin Dep. Ortoaia,LOG,47.3315,25.4661
Timbut River Lunca Visagului,LOG,46.79968,22.746699
Valiluc Dobresti,LOG,46.839795,22.279731
TCA Danylys,LOG,47.1912319,25.8051145
Rad Modusu Lemn,LOG,45.498161,22.66086
Lemn Logistic Dep. Remetea,LOG,46.7942489,25.44556
Saropaulino,LOG,45.8115,26.7798
Andrey Wood SRL,LOG,46.203513,26.661573
Larici Dep. Tisztas,LOG,46.53846,25.345998
Gregoforest Sant,LOG,47.4634625,24.9316139
Good Forest Valea Visagului,LOG,46.836884,22.776663
Dor Forest SRL,LOG,47.09584,25.977218
Foresl Land 7 Valcele,LOG,46.691138,23.627581
OS Targu Ocna Dep. Dofteana,LOG,46.3205,26.5435
Il Mat SRL,LOG,46.937224,26.090808
Monaco Impex Dep. Temporar Babovici,LOG,45.9388,26.4605
Vlad Stejarelul -Dragomire?ti,LOG,47.653197,24.2751884
Filaret Forest,LOG,47.656219,24.610571
Monro Forest dep. temporar Santimbru,LOG,46.2551,25.814
Kolozsi Fenyo SRL,LOG,46.871515,25.682106
Transfacom,LOG,45.71256,25.7832
Gabi Bois dep Gura Humorului,LOG,47.576545,25.873761
Wald Mit,LOG,45.444461,22.193756
Foristom Stei,LOG,46.544676,22.472586
Big Exploatare Gilau,LOG,46.743946,23.388353
Total BSF Eurotrans Dep. Zarnesti,LOG,45.5815,25.1935
Harmony BSF Dep. Azuga,LOG,45.4815,25.6435
Keviforest Dep. Sanmartin,LOG,46.2712,25.92685
Dragoi Silvip SRL,LOG,47.161683,25.8161076
Best Wood Trading Srl,LOG,47.238139,25.281617
Monaco Impex dep Poiana,LOG,45.87764,26.75582
Zso Lo Forest,LOG,46.822195,25.5372956
Tudo Build,LOG,47.21592,24.748911
Capota Traian II,LOG,46.792646,22.71651
Alba Iulia Fenes,LOG,46.0930785,23.2996882
Aida Best Patringeni,LOG,46.0897019,23.2674704
Dixi Valean Trans SRL,LOG,46.974319,24.978422
Simcofor,LOG,47.87736,25.61856
OS Maneciu,LOG,45.353171,25.946469
Forestmarc Serv,LOG,45.880362,26.809118
Telci Molid-Rebrisoara,LOG,47.286958,24.477017
Leotrans Pipirig SRL,LOG,47.225893,26.276138
Foresta Cercanel,LOG,45.520954,22.402211
Marghelex Trans Srl,LOG,46.97226,24.990068
OS Brates,LOG,46.80834,26.14532
OS Targu Neamt,LOG,47.210562,26.339296
Expo Patrick dep temporar,LOG,45.45642,24.63212
Baza Exp Tomnatic,LOG,47.700319,25.490643
Surforest,LOG,47.9374,23.917123
M&A Trade Co,LOG,45.45631,26.368186
RPLP Piatra Craiului dep Tohanu Vechi,LOG,45.578181,25.375772
OS Brates 2,LOG,46.712243,26.19571
Cristcostela SRL,LOG,47.600507,25.857301
Costica & Compani dep FN,LOG,46.978042,25.410298
